10 0.000000 6 6.417849e+00 2.000000e-01 1.455846e+01 3.220000e-01
10 0.010101 6 6.694439e+00 2.000000e-01 1.482816e+01 3.220000e-01
10 0.020202 5 7.051344e+00 2.000000e-01 1.519578e+01 3.250000e-01
10 0.030303 5 7.328467e+00 2.000000e-01 1.546688e+01 3.250000e-01
10 0.040404 5 7.605176e+00 2.000000e-01 1.573757e+01 3.250000e-01
10 0.050505 5 7.881470e+00 2.000000e-01 1.600785e+01 3.250000e-01
10 0.060606 5 8.157351e+00 2.000000e-01 1.627771e+01 3.250000e-01
10 0.070707 4 8.528009e+00 2.000000e-01 1.665977e+01 3.250000e-01
10 0.080808 4 8.804837e+00 2.000000e-01 1.693147e+01 3.250000e-01
10 0.090909 4 9.081311e+00 2.000000e-01 1.720280e+01 3.250000e-01
10 0.101010 4 9.357430e+00 2.000000e-01 1.747378e+01 3.250000e-01
10 0.111111 4 9.633194e+00 2.000000e-01 1.774441e+01 3.250000e-01
10 0.121212 4 9.908603e+00 2.000000e-01 1.801468e+01 3.250000e-01
10 0.131313 4 1.018366e+01 2.000000e-01 1.828460e+01 3.250000e-01
10 0.141414 4 1.045836e+01 2.000000e-01 1.855416e+01 3.250000e-01
10 0.151515 4 1.073270e+01 2.000000e-01 1.882337e+01 3.250000e-01
10 0.161616 4 1.100669e+01 2.000000e-01 1.909222e+01 3.250000e-01
10 0.171717 4 1.128033e+01 2.000000e-01 1.936072e+01 3.250000e-01
10 0.181818 4 1.155361e+01 2.000000e-01 1.962886e+01 3.250000e-01
10 0.191919 4 1.182653e+01 2.000000e-01 1.989665e+01 3.250000e-01
10 0.202020 4 1.209911e+01 2.000000e-01 2.016408e+01 3.250000e-01
10 0.212121 4 1.237132e+01 2.000000e-01 2.043116e+01 3.250000e-01
10 0.222222 4 1.264318e+01 2.000000e-01 2.069789e+01 3.250000e-01
10 0.232323 3 1.305676e+01 2.000000e-01 2.112922e+01 3.270000e-01
10 0.242424 3 1.333063e+01 2.000000e-01 2.139884e+01 3.270000e-01
10 0.252525 3 1.360421e+01 2.000000e-01 2.166817e+01 3.270000e-01
