16068 0.2980
16069 0.0380
6467 0.0810
12907 0.0430
25787 0.0350
51547 0.0320
16068 0.2700
16069 0.0340
6467 0.0760
12907 0.0430
25787 0.0360
51547 0.0290
16068 0.2730
16069 0.0360
6467 0.0720
12907 0.0570
25787 0.0350
51547 0.0300
16068 0.2670
16069 0.0440
6467 0.0790
12907 0.0680
25787 0.0350
51547 0.0380
16068 0.3230
16069 0.0330
6467 0.0840
12907 0.0470
25787 0.0350
51547 0.0340
16068 0.2880
16069 0.0410
6467 0.0830
12907 0.0580
25787 0.0380
51547 0.0330
16068 0.3100
16069 0.0370
6467 0.0790
12907 0.0460
25787 0.0370
51547 0.0380
16068 0.3250
16069 0.0330
6467 0.0830
12907 0.0510
25787 0.0320
51547 0.0350
16068 0.3120
16069 0.0340
6467 0.0740
12907 0.0460
25787 0.0370
51547 0.0310
16068 0.2650
16069 0.0450
6467 0.0670
12907 0.0470
25787 0.0370
51547 0.0320
16068 0.2960
16069 0.0410
6467 0.0920
12907 0.0430
25787 0.0320
51547 0.0330
16068 0.2920
16069 0.0390
6467 0.0940
12907 0.0440
25787 0.0410
51547 0.0370
16068 0.3230
16069 0.0320
6467 0.0810
12907 0.0440
25787 0.0430
51547 0.0350
16068 0.3320
16069 0.0360
6467 0.0950
12907 0.0540
25787 0.0420
51547 0.0370
16068 0.2470
16069 0.0370
6467 0.0810
12907 0.0450
25787 0.0400
51547 0.0340
16068 0.3100
16069 0.0380
6467 0.0850
12907 0.0490
25787 0.0350
51547 0.0340
16068 0.2870
16069 0.0340
6467 0.0860
12907 0.0480
25787 0.0390
51547 0.0330
16068 0.2420
16069 0.0340
6467 0.0910
12907 0.0450
25787 0.0300
51547 0.0300
16068 0.2500
16069 0.0360
6467 0.0720
12907 0.0400
25787 0.0410
51547 0.0310
16068 0.2600
16069 0.0440
6467 0.0890
12907 0.0480
25787 0.0420
51547 0.0380
16068 0.2790
16069 0.0310
6467 0.0880
12907 0.0420
25787 0.0350
51547 0.0280
16068 0.2670
16069 0.0380
6467 0.0850
12907 0.0400
25787 0.0350
51547 0.0330
16068 0.2900
16069 0.0310
6467 0.0820
12907 0.0470
25787 0.0340
51547 0.0390
16068 0.3430
16069 0.0370
6467 0.0930
12907 0.0480
25787 0.0330
51547 0.0390
16068 0.2370
16069 0.0370
6467 0.1070
12907 0.0400
25787 0.0450
51547 0.0290
16068 0.3210
16069 0.0360
6467 0.0970
12907 0.0570
25787 0.0390
51547 0.0330
16068 0.2990
16069 0.0310
6467 0.0900
12907 0.0460
25787 0.0340
51547 0.0300
16068 0.2700
16069 0.0330
6467 0.0690
12907 0.0430
25787 0.0300
51547 0.0360
16068 0.2970
16069 0.0430
6467 0.1080
12907 0.0610
25787 0.0370
51547 0.0330
16068 0.2860
16069 0.0400
6467 0.0810
12907 0.0370
25787 0.0360
51547 0.0340
16068 0.2620
16069 0.0390
6467 0.1060
12907 0.0460
25787 0.0400
51547 0.0300
16068 0.2680
16069 0.0380
6467 0.0860
12907 0.0440
25787 0.0350
51547 0.0360
16068 0.2600
16069 0.0360
6467 0.0940
12907 0.0370
25787 0.0400
51547 0.0320
16068 0.2260
16069 0.0390
6467 0.0670
12907 0.0500
25787 0.0300
51547 0.0350
16068 0.2950
16069 0.0370
6467 0.0760
12907 0.0390
25787 0.0390
51547 0.0300
16068 0.2510
16069 0.0330
6467 0.0790
12907 0.0450
25787 0.0300
51547 0.0360
16068 0.3470
16069 0.0330
6467 0.1060
12907 0.0450
25787 0.0360
51547 0.0360
16068 0.2790
16069 0.0390
6467 0.0790
12907 0.0520
25787 0.0320
51547 0.0320
16068 0.2670
16069 0.0310
6467 0.0890
12907 0.0450
25787 0.0360
51547 0.0340
16068 0.2370
16069 0.0340
6467 0.0870
12907 0.0520
25787 0.0380
51547 0.0340
16068 0.3120
16069 0.0370
6467 0.0810
12907 0.0490
25787 0.0320
51547 0.0370
16068 0.2360
16069 0.0440
6467 0.0780
12907 0.0500
25787 0.0390
51547 0.0400
16068 0.2310
16069 0.0390
6467 0.0810
12907 0.0500
25787 0.0370
51547 0.0300
16068 0.2870
16069 0.0440
6467 0.0740
12907 0.0560
25787 0.0350
51547 0.0320
16068 0.2870
16069 0.0360
6467 0.0800
12907 0.0470
25787 0.0380
51547 0.0290
16068 0.2850
16069 0.0350
6467 0.0760
12907 0.0470
25787 0.0350
51547 0.0310
16068 0.2730
16069 0.0360
6467 0.1040
12907 0.0440
25787 0.0400
51547 0.0320
16068 0.2440
16069 0.0350
6467 0.0980
12907 0.0620
25787 0.0370
51547 0.0340
16068 0.2520
16069 0.0410
6467 0.0770
12907 0.0540
25787 0.0370
51547 0.0400
16068 0.2570
16069 0.0390
6467 0.0860
12907 0.0440
25787 0.0340
51547 0.0390
