10 0.000000 93 1.262442e-02 0.000000e+00 1.430476e+01 3.310000e-01
10 0.020408 28 6.299937e-01 0.000000e+00 1.483595e+01 3.280000e-01
10 0.040816 25 1.186753e+00 0.000000e+00 1.524972e+01 3.280000e-01
10 0.061224 24 1.710082e+00 0.000000e+00 1.563115e+01 3.280000e-01
10 0.081633 23 2.218808e+00 0.000000e+00 1.600901e+01 3.280000e-01
10 0.102041 22 2.716661e+00 0.000000e+00 1.638609e+01 3.280000e-01
10 0.122449 22 3.171184e+00 0.000000e+00 1.670596e+01 3.280000e-01
10 0.142857 22 3.607107e+00 0.000000e+00 1.700853e+01 3.280000e-01
10 0.163265 22 4.024985e+00 0.000000e+00 1.729432e+01 3.280000e-01
10 0.183673 22 4.425358e+00 0.000000e+00 1.756388e+01 3.280000e-01
10 0.204082 22 4.808753e+00 0.000000e+00 1.781771e+01 3.280000e-01
10 0.224490 22 5.175683e+00 0.000000e+00 1.805633e+01 3.280000e-01
10 0.244898 23 5.459585e+00 0.000000e+00 1.815604e+01 3.280000e-01
10 0.265306 24 5.716552e+00 0.000000e+00 1.821879e+01 3.280000e-01
10 0.285714 26 5.872021e+00 0.000000e+00 1.810143e+01 3.280000e-01
10 0.306122 34 5.555386e+00 0.000000e+00 1.705312e+01 3.300000e-01
10 0.326531 79 3.244022e+00 0.000000e+00 1.159472e+01 3.380000e-01
10 0.346939 99 2.502439e+00 0.000000e+00 9.482996e+00 3.380000e-01
10 0.367347 99 2.458271e+00 0.000000e+00 9.146957e+00 3.370000e-01
10 0.387755 99 2.410171e+00 0.000000e+00 8.818787e+00 3.350000e-01
10 0.408163 99 2.359474e+00 0.000000e+00 8.499388e+00 3.330000e-01
10 0.428571 99 2.307347e+00 0.000000e+00 8.189519e+00 3.330000e-01
10 0.448980 99 2.254810e+00 0.000000e+00 7.889813e+00 3.320000e-01
10 0.469388 99 2.202751e+00 0.000000e+00 7.600796e+00 3.320000e-01
10 0.489796 99 2.151941e+00 0.000000e+00 7.322898e+00 3.370000e-01
10 0.510204 99 2.103045e+00 0.000000e+00 7.056470e+00 3.380000e-01
10 0.530612 99 2.056635e+00 0.000000e+00 6.801793e+00 3.330000e-01
10 0.551020 99 2.013204e+00 0.000000e+00 6.559092e+00 3.320000e-01
10 0.571429 99 1.973172e+00 0.000000e+00 6.328539e+00 3.290000e-01
10 0.591837 99 1.936896e+00 0.000000e+00 6.110255e+00 3.270000e-01
10 0.612245 99 1.904682e+00 0.000000e+00 5.904303e+00 3.240000e-01
10 0.632653 99 1.876787e+00 0.000000e+00 5.710689e+00 3.230000e-01
10 0.653061 99 1.853430e+00 0.000000e+00 5.529367e+00 3.210000e-01
10 0.673469 99 1.834796e+00 0.000000e+00 5.360263e+00 3.190000e-01
10 0.693878 98 1.843032e+00 0.000000e+00 5.272818e+00 3.170000e-01
10 0.714286 96 1.876231e+00 0.000000e+00 5.264319e+00 3.170000e-01
10 0.734694 95 1.888933e+00 0.000000e+00 5.192381e+00 3.170000e-01
10 0.755102 93 1.926161e+00 0.000000e+00 5.198911e+00 3.160000e-01
10 0.775510 91 1.965555e+00 0.000000e+00 5.213159e+00 3.160000e-01
10 0.795918 89 2.007127e+00 0.000000e+00 5.234994e+00 3.160000e-01
10 0.816327 87 2.050917e+00 0.000000e+00 5.264348e+00 3.160000e-01
10 0.836735 86 2.072015e+00 0.000000e+00 5.223486e+00 3.150000e-01
10 0.857143 84 2.119416e+00 0.000000e+00 5.265624e+00 3.150000e-01
10 0.877551 83 2.143619e+00 0.000000e+00 5.235553e+00 3.150000e-01
