0.000316 16 1.048949e+00 1.140000e-01 1.488014e+00 1.440000e-01 
0.000347 15 1.019729e+00 1.130000e-01 1.427325e+00 1.410000e-01 
0.000382 14 9.965167e-01 1.180000e-01 1.410546e+00 1.520000e-01 
0.000419 13 9.766005e-01 1.170000e-01 1.400809e+00 1.530000e-01 
0.000461 13 9.127465e-01 1.180000e-01 1.341641e+00 1.530000e-01 
0.000506 12 8.946781e-01 1.150000e-01 1.320640e+00 1.540000e-01 
0.000556 12 8.303388e-01 1.060000e-01 1.191278e+00 1.470000e-01 
0.000611 11 8.207926e-01 1.050000e-01 1.185532e+00 1.490000e-01 
0.000671 11 7.720502e-01 1.030000e-01 1.137932e+00 1.480000e-01 
0.000737 10 7.690752e-01 1.000000e-01 1.154347e+00 1.470000e-01 
0.000809 9 7.694613e-01 1.010000e-01 1.172070e+00 1.470000e-01 
0.000889 9 7.296118e-01 9.900000e-02 1.114572e+00 1.450000e-01 
0.000977 8 7.371082e-01 9.800000e-02 1.152479e+00 1.450000e-01 
0.001073 8 6.810688e-01 9.700000e-02 9.774280e-01 1.450000e-01 
0.001179 8 6.496390e-01 9.200000e-02 9.426752e-01 1.420000e-01 
0.001295 7 6.567118e-01 9.300000e-02 9.432687e-01 1.440000e-01 
0.001423 7 6.308893e-01 9.100000e-02 9.100508e-01 1.430000e-01 
0.001563 6 6.434893e-01 9.200000e-02 9.040488e-01 1.390000e-01 
0.001717 6 6.240248e-01 8.200000e-02 8.647930e-01 1.280000e-01 
0.001886 6 6.057891e-01 8.200000e-02 8.324812e-01 1.270000e-01 
0.002072 5 6.295979e-01 8.100000e-02 8.870529e-01 1.280000e-01 
0.002276 5 6.107354e-01 8.000000e-02 8.513050e-01 1.240000e-01 
0.002500 5 6.006512e-01 8.100000e-02 8.261340e-01 1.200000e-01 
0.002746 5 5.929590e-01 8.200000e-02 8.043053e-01 1.190000e-01 
0.003017 4 6.209473e-01 8.200000e-02 8.677144e-01 1.200000e-01 
0.003314 4 6.166595e-01 8.300000e-02 8.576340e-01 1.230000e-01 
0.003641 4 6.169142e-01 8.200000e-02 8.477541e-01 1.240000e-01 
0.004000 4 6.290396e-01 8.400000e-02 8.536991e-01 1.230000e-01 
0.004394 3 6.709268e-01 8.300000e-02 9.722527e-01 1.210000e-01 
0.004827 3 7.102354e-01 8.800000e-02 1.031159e+00 1.310000e-01 
0.005303 4 7.039872e-01 9.400000e-02 9.556129e-01 1.320000e-01 
0.005825 3 7.764415e-01 9.600000e-02 1.131943e+00 1.350000e-01 
0.006399 3 8.435927e-01 1.040000e-01 1.223620e+00 1.370000e-01 
0.007030 4 7.734490e-01 9.600000e-02 1.098002e+00 1.260000e-01 
0.007722 4 8.659039e-01 1.010000e-01 1.238113e+00 1.310000e-01 
0.008483 5 8.274494e-01 9.200000e-02 1.142632e+00 1.230000e-01 
0.009319 24 8.277680e-01 8.900000e-02 1.484705e+00 1.250000e-01 
0.010238 2 1.582486e+00 1.040000e-01 2.173775e+00 1.290000e-01 
0.011247 2 1.684354e+00 1.060000e-01 2.330209e+00 1.350000e-01 
0.012355 2 1.850403e+00 1.130000e-01 2.547379e+00 1.350000e-01 
0.013572 16 1.090365e+00 1.000000e-01 1.642718e+00 1.340000e-01 
0.014910 19 1.205680e+00 9.400000e-02 2.175807e+00 1.270000e-01 
0.016379 21 1.321195e+00 9.500000e-02 2.154939e+00 1.310000e-01 
0.017993 9 2.719944e+00 1.230000e-01 inf 1.580000e-01 
0.019766 2 2.595072e+00 1.100000e-01 3.743191e+00 1.300000e-01 
0.021714 4 2.865590e+00 1.090000e-01 4.344207e+00 1.230000e-01 
0.023853 49 3.206649e+00 1.000000e-01 5.706736e+00 1.170000e-01 
0.026204 34 1.969333e+00 9.300000e-02 3.354437e+00 1.350000e-01 
0.028786 49 1.969642e+00 9.100000e-02 3.930244e+00 1.250000e-01 
0.031623 2 4.839556e+00 1.150000e-01 7.616340e+00 1.320000e-01 
